feature,value,B-LOC,B-MISC,B-ORG,B-PER,I-LOC,I-MISC,I-ORG,I-PER,O
attn_0_6_outputs,0,-0.5745827,-0.25949064,0.052278403,1.1275306,-1.0354674,-0.10825062,0.30149427,-0.9223821,-0.32374817
attn_0_6_outputs,1,-0.9179928,-0.7519194,-0.35942316,-0.27217796,-0.28643423,0.2031804,-0.90672433,-0.056501504,0.0772803
attn_0_6_outputs,10,-0.5025332,0.043074254,-1.2461498,-0.88452685,-0.71134657,0.2857886,-1.2124363,1.0518256,-0.5363035
attn_0_6_outputs,11,-0.62952644,-0.09048283,-0.7035318,-0.52035815,-0.91957575,-0.67440903,-0.0855012,-0.0947021,-0.36082375
attn_0_6_outputs,12,0.9333339,-1.1132039,-1.1185797,-0.6379365,-0.41173327,-0.9306929,-0.656642,0.9530021,0.3914714
attn_0_6_outputs,13,0.2903904,-0.59727794,-1.2184464,-0.54274297,-0.18165351,-0.7614427,0.1339205,0.24239871,0.5264479
attn_0_6_outputs,14,-0.1714887,-0.109949954,-0.15706176,0.1295814,-0.56756854,-0.7246213,-0.9814219,-0.37370378,-0.44328883
attn_0_6_outputs,15,-0.2709892,0.056113422,0.49572343,-0.6717049,0.4895017,0.004862473,0.65109813,-0.27816752,0.59550506
attn_0_6_outputs,16,0.03882144,-0.6690442,0.5254469,-1.2188071,-0.682067,0.41340297,0.7059688,0.60865843,0.76374215
attn_0_6_outputs,17,-0.25855488,0.4454507,0.1192584,-0.44196403,-0.33186615,0.1294226,-1.2464163,-1.9163883,-0.49333945
attn_0_6_outputs,18,-0.3854338,-1.11536,0.35076025,0.48239323,0.39445618,-0.29953372,-0.11513835,-0.8143529,-0.29534057
attn_0_6_outputs,19,0.318546,-0.28394428,-0.4178901,0.19066122,-0.53717655,0.1597649,0.48057273,0.3890217,0.22085936
attn_0_6_outputs,2,-0.6903247,-0.3117067,-0.11194898,0.40243968,0.28886238,0.7958648,-0.12340705,-0.62828726,-0.0553139
attn_0_6_outputs,20,0.10557883,-0.15878916,-1.0988235,-1.0611011,0.6094943,-0.20830186,-0.012580362,0.6302636,0.07874905
attn_0_6_outputs,21,-0.24444075,-0.034431703,0.11821409,0.42606923,-1.1294037,-0.29532924,-0.8825641,-0.4713324,0.06324383
attn_0_6_outputs,22,-0.05960111,0.03801238,-0.4859957,0.115738764,-0.21396053,-1.2228222,-0.5139724,-1.7565649,1.2105645
attn_0_6_outputs,23,-1.7997831,-0.93645877,0.07215914,-0.13943438,-1.0071565,0.06752912,0.27652326,0.13058853,0.40724248
attn_0_6_outputs,24,-0.68843865,-1.562924,-0.46537393,-1.1254803,-0.26600513,0.9539786,1.1332991,-0.14128628,-0.022447962
attn_0_6_outputs,25,-0.30820823,-0.011544444,0.14657684,0.000905256,-0.7022016,0.50396603,0.319367,-1.2918545,-0.01965511
attn_0_6_outputs,26,-0.46525955,0.6876895,0.2564511,0.29115346,-0.7378278,-0.38143203,-0.17990318,-1.8182129,-0.14317901
attn_0_6_outputs,27,-0.744939,-0.38561204,-0.96322846,-0.94863605,0.6534039,-0.34120503,-0.3218425,-0.32727414,0.6951845
attn_0_6_outputs,28,-0.5388963,-0.80241853,-0.02485399,-0.47030982,0.27903578,0.6750914,-0.092935495,0.7635334,0.35753968
attn_0_6_outputs,29,0.09804962,-0.6273726,-0.04599083,-0.9941549,0.6324703,-0.0684348,-0.16387022,0.18649073,-0.11623963
attn_0_6_outputs,3,0.51171803,-0.6804192,-0.30661595,0.06829882,0.14415777,0.11545343,0.28359288,0.43085217,-0.13656199
attn_0_6_outputs,30,-0.35361183,0.26938447,0.38617355,-0.45970294,-0.9555515,0.26986074,0.44683272,0.011900957,-0.071580745
attn_0_6_outputs,31,-0.29358014,-0.3743097,-0.032599293,-0.4962608,0.76201093,0.3794183,0.52157617,1.0352482,-0.12898573
attn_0_6_outputs,4,-0.062149603,-1.0171459,-0.13521135,0.14935811,0.7110339,0.30043012,0.26999733,1.2761043,-0.32769528
attn_0_6_outputs,5,-1.0533055,0.39514893,-0.19668289,-0.63082325,-0.33967534,-0.9159703,0.100459635,-0.72809356,0.23856719
attn_0_6_outputs,6,-0.713721,-1.0037503,0.09769567,-0.1799643,-0.3118377,-0.7322465,1.1348517,-0.030541148,0.24424495
attn_0_6_outputs,7,0.05886492,0.15269232,0.12329472,0.93458784,-1.6803526,0.2900252,0.13003789,0.13522996,-0.56551886
attn_0_6_outputs,8,-0.5352677,0.18762738,-0.93508446,0.9133324,-0.5540848,-1.235619,-1.0991496,0.16257976,-0.055973783
attn_0_6_outputs,9,-1.2808348,-1.4491462,0.0320201,-0.7417811,0.93923396,0.5778968,-0.13599265,-1.4554268,-0.14099193
attn_0_7_outputs,0,0.32662892,0.55493665,1.0605692,-0.12733535,-0.21786854,-0.436646,-0.14490312,-0.6383176,-0.34380654
attn_0_7_outputs,1,0.4847431,0.0073721344,0.18084331,0.06571091,-0.77017653,-0.41076136,-0.25970033,-0.7823933,0.42546022
attn_0_7_outputs,10,-0.69080865,-0.24255447,-0.09395867,0.45419163,-0.50165933,-0.7448983,-0.65803117,-1.4499947,0.15503329
attn_0_7_outputs,11,-0.5518762,-0.8583937,-1.579187,0.52654254,0.44318035,0.33920076,-0.55489707,0.9957405,0.39971003
attn_0_7_outputs,12,-0.9019061,-0.31663585,-0.9583955,0.9859717,0.06708651,-0.44277528,-0.02700934,0.18834527,0.70359504
attn_0_7_outputs,13,-0.6927539,-0.11663718,-0.39796072,0.1280896,-0.2244996,1.0043478,-0.48549774,-0.92945236,0.29776788
attn_0_7_outputs,14,0.35877064,-0.23507065,-0.018908026,-0.30567873,-0.41393083,-1.3706136,-0.29904914,0.295375,0.19242752
attn_0_7_outputs,15,-0.68948054,0.22106105,-0.78282976,-0.26607296,0.3383047,0.7937383,-0.13203561,-0.98366594,0.79254925
attn_0_7_outputs,16,-1.0395,-0.646519,-1.250615,-0.9297071,-0.24708718,-0.8518687,0.47539157,1.1998217,1.0335904
attn_0_7_outputs,17,-1.0249118,-0.6508578,-1.2843199,-0.7633151,0.85853934,0.6343639,0.51996595,-0.69574463,0.049548335
attn_0_7_outputs,18,0.24225804,-0.21025176,-0.1615083,-0.75720483,0.79394007,1.0763202,0.7317492,0.005104883,0.057204008
attn_0_7_outputs,19,-2.6301062,-0.47367254,-0.3186236,-0.526716,0.12303608,0.7952069,-0.2155604,0.26357841,0.16500634
attn_0_7_outputs,2,0.6192068,0.56422585,0.22044286,0.19005123,-0.25026143,-0.7267014,0.03062686,-1.2677724,0.08150053
attn_0_7_outputs,20,-1.1432147,0.30340153,-0.5124408,-0.0046195406,0.17443359,0.8383529,-0.1974764,0.8214011,0.4722162
attn_0_7_outputs,21,-0.79536164,-0.20979589,-0.6444837,-0.8772326,-0.48372245,-0.7275551,-0.06673656,-0.1016056,0.5136432
attn_0_7_outputs,22,0.34557492,-0.16318612,0.14054231,-0.031042645,-0.3709562,-0.26367304,-0.06075091,-0.93338495,-0.6613634
attn_0_7_outputs,23,-1.482481,-0.31193906,-0.032865025,-0.5526771,-0.80572057,-0.2308838,-1.4833528,0.89813435,0.23078652
attn_0_7_outputs,24,0.029421333,0.777188,-1.3385293,-0.44324657,0.09207689,0.332853,1.0762714,0.044917468,-0.40924916
attn_0_7_outputs,25,-1.1201226,-0.41298184,-1.0705183,-0.20296162,-1.0041232,-0.17200918,0.3516191,0.8890346,0.4807861
attn_0_7_outputs,26,-0.64410967,-0.7951024,0.60612845,-0.08659496,-0.8289538,-1.3366985,0.19815734,-0.59299415,-0.10317664
attn_0_7_outputs,27,-0.96327496,1.0490643,-1.5184236,0.24454245,0.5593389,-0.37718633,-0.26139772,-0.6053952,0.046013247
attn_0_7_outputs,28,-0.44291928,-0.47857717,-0.91841763,-1.142372,0.71689516,0.008194093,1.1205039,1.0838858,0.3781548
attn_0_7_outputs,29,-0.4851504,-0.5542475,-0.69247,-0.32588232,-0.025705146,0.22701861,-0.25008354,-0.112896584,-0.41582713
attn_0_7_outputs,3,0.7774358,-0.29726928,-0.8457012,-0.059520204,-0.28006327,0.4998493,-0.023110026,-0.5566042,-0.0811708
attn_0_7_outputs,30,-0.37916753,-0.28159997,-1.0944706,-0.48806557,0.49426833,-0.16580883,1.0690393,0.2851147,0.30700243
attn_0_7_outputs,31,-0.7583855,-1.3995695,0.003843737,-0.9037239,-0.091728196,0.42886296,-0.4914168,1.6343731,0.038213816
attn_0_7_outputs,4,0.8815472,0.14829683,0.5105215,1.2567296,-1.5269945,-1.6771393,-0.056957167,-0.53961927,0.28140023
attn_0_7_outputs,5,-0.37173867,-0.7838478,0.7226515,-0.8108809,-0.34383267,-0.57258356,-0.1440352,-0.84114707,-0.008595727
attn_0_7_outputs,6,-0.5522185,-0.19043763,0.7261971,0.42181638,-1.2968203,-0.43511933,0.48309946,-0.392339,-0.12400067
attn_0_7_outputs,7,-0.4614418,0.4488494,0.4972247,1.0148712,-0.74102944,-0.042091165,0.53237957,-0.29305792,0.15956213
attn_0_7_outputs,8,-2.10908,-0.038418073,0.28548422,0.6346574,-0.8431187,0.23098035,0.009299197,0.4012909,0.14312947
attn_0_7_outputs,9,0.80956876,0.257921,-0.21338284,0.42061114,0.4881768,0.35901138,0.29146254,-1.0681123,0.24595436
attn_1_0_outputs,0,-0.070284136,0.8337537,0.22722572,-0.556825,0.97517323,0.5302776,0.96799433,-2.6072168,-0.07223091
attn_1_0_outputs,1,0.1320981,0.15026681,-0.1079485,-0.44543943,-1.0885849,-1.2205386,-1.401923,-0.28266412,0.33425882
attn_1_0_outputs,10,-0.70758116,0.4612139,-0.9967567,0.18378161,-1.2986248,-0.39320424,-0.8708131,-0.81347406,0.961114
attn_1_0_outputs,11,1.461388,-0.7354931,-0.23269556,0.25177062,0.8284387,-1.6371665,-0.9464668,-0.12637118,-0.035128474
attn_1_0_outputs,12,0.26924017,-1.2445768,-0.8086765,1.3044643,-0.9820594,-2.0246801,-1.3813518,0.6362453,0.6785589
attn_1_0_outputs,13,0.5088672,-0.35329902,-1.0782932,0.06672181,-0.41730776,0.8272388,-1.9025439,0.11436315,0.88007563
attn_1_0_outputs,14,-0.10840291,0.4123743,-0.7082216,-0.68541056,-0.011933881,-1.0219147,-1.5058794,-2.617022,0.75525486
attn_1_0_outputs,15,-0.57838345,1.3829565,-1.4091338,-0.6070686,-1.9057293,1.5494581,-1.9999241,-1.452931,0.35898688
attn_1_0_outputs,16,-1.4653975,-1.1234429,1.4602667,0.21256994,-3.743068,-1.0647806,0.87708855,-0.12507282,0.5685743
attn_1_0_outputs,17,-0.6647916,0.9434981,0.33365786,-0.89606863,-0.90971303,2.6175168,-0.81903625,-2.2454987,-0.5853589
attn_1_0_outputs,18,1.0268805,-1.555694,0.09507387,-0.8378411,0.15362774,-1.9858191,0.7529262,-3.1460245,-0.43485588
attn_1_0_outputs,19,0.6312918,0.86708224,-1.1920635,0.17640989,0.47562084,1.5025432,-1.1316,-2.4374552,-0.06421239
attn_1_0_outputs,2,0.026238497,-0.1709622,0.024473595,-0.57557905,0.72112495,-1.1623937,0.34599012,-0.27854025,-0.3526559
attn_1_0_outputs,20,0.015709218,0.37837702,-0.836418,0.5855686,0.7610165,-0.22890514,-1.1142416,1.5287198,-0.79127145
attn_1_0_outputs,21,-0.47180626,-0.065012895,0.6976635,-0.10670702,-2.0093243,0.40954715,-1.2054799,-1.4290851,0.67890304
attn_1_0_outputs,22,0.1939616,0.31478053,-0.4151443,-1.3691589,-0.09299775,-0.61883056,0.16781762,-0.74917567,0.1662193
attn_1_0_outputs,23,-1.0147654,0.046051938,-0.059099406,0.4024402,-1.207909,-0.51174825,-1.3896048,-0.43960434,0.38939905
attn_1_0_outputs,24,-1.9978836,0.72752523,0.13797845,-0.2626001,-1.0424433,1.4920965,1.650676,-1.4429622,-0.8146487
attn_1_0_outputs,25,-0.7967438,-0.7604226,0.38062066,0.035253022,-2.6543276,0.0861049,0.47245035,-0.95569605,0.53772247
attn_1_0_outputs,26,-1.2523699,-0.17669316,0.885022,-0.687458,-2.6415958,-1.2185812,0.5988633,-1.6794634,-0.14044347
attn_1_0_outputs,27,0.21085487,0.72400147,0.08996347,0.5847276,0.0123371165,-1.3589404,-0.81700414,-1.1561354,0.014690684
attn_1_0_outputs,28,-0.55084896,-1.6439576,1.0023097,-0.54086006,0.83108765,-0.9688074,1.8054105,-1.1657479,-0.59458184
attn_1_0_outputs,29,0.6499854,0.029133517,-0.0463151,0.45983043,-0.1193972,0.1242511,0.052742634,0.28528604,-0.10442394
attn_1_0_outputs,3,2.3075404,-0.34944704,-0.62652844,-0.79720306,1.9034055,-2.0270104,-2.2711341,-0.9205374,-0.3860804
attn_1_0_outputs,30,-0.5622034,-1.1285193,0.5017288,-0.88863915,1.3297019,-0.6359203,2.0302806,-0.43117496,-0.40607348
attn_1_0_outputs,31,0.014669347,-0.8953017,0.7161627,0.66865474,-1.8399143,-2.4789102,-0.86631554,0.7705572,0.5834773
attn_1_0_outputs,4,-0.1969586,-0.5775889,-0.37306988,0.13437311,0.824725,-1.5556836,0.10109281,2.230258,-0.040498525
attn_1_0_outputs,5,-0.036511254,-0.32286692,0.66077644,-1.4766059,-1.6306412,-0.48680124,-0.4763681,-2.9467976,0.5242148
attn_1_0_outputs,6,-1.2679461,-0.30707026,0.35241655,0.5382397,-2.1039739,-0.27241683,1.560804,-0.05975639,-0.18779026
attn_1_0_outputs,7,-1.6011323,-0.08764259,-0.0030689703,0.8925248,-2.3264015,-0.82128567,-0.36859342,1.1416881,0.053584546
attn_1_0_outputs,8,-0.22540489,-0.48915246,0.0844647,1.017779,-1.7116071,-0.21231924,-0.6793031,0.53008497,-0.2041366
attn_1_0_outputs,9,0.09853223,-0.5593869,1.0947291,0.25434518,0.15812507,-0.8582719,0.13288024,-0.9030147,-0.13206416
attn_1_1_outputs,0,0.64765537,0.13198754,0.7169797,0.052759923,-0.9728274,-0.72202617,-0.63522744,-0.8240346,-0.04326503
attn_1_1_outputs,1,0.26792404,-0.08996209,0.29085854,1.0735327,-1.1937383,-1.0577031,-0.8920971,-0.9111324,0.3621456
attn_1_1_outputs,10,0.111325905,-0.12063272,-0.17892659,0.059145223,-1.1818262,-1.6735791,-0.54516274,-1.1357499,0.7492657
attn_1_1_outputs,11,-0.1102022,-0.23835091,-0.37576833,-0.51402086,-0.53151387,-0.05098546,-0.35297668,1.1634388,-0.43243897
attn_1_1_outputs,12,-0.12091034,-0.29554036,0.15879011,0.11472991,-0.44599134,-0.4156294,-0.30081028,-0.34684697,0.41133747
attn_1_1_outputs,13,-0.021702418,-0.3335687,-0.23919542,0.4586181,-1.0616869,-0.25921413,-0.53065497,-0.7555042,0.4195807
attn_1_1_outputs,14,0.07564381,-0.09959325,0.028741017,-0.19717084,-0.016754718,-1.7974818,-0.45173818,0.45946804,0.2125162
attn_1_1_outputs,15,0.6736267,-0.13376123,-0.7071072,0.4363938,0.18075132,0.6992807,-1.040512,-0.56644976,-0.18531403
attn_1_1_outputs,16,-0.101377346,0.036578137,-0.30503792,-0.39487424,0.09510091,-0.04351729,0.41389495,1.4803715,0.40659857
attn_1_1_outputs,17,-1.3266138,-0.22193852,-0.42450765,-0.999198,1.1848061,1.1269224,-0.20477998,-0.772099,-0.31142065
attn_1_1_outputs,18,-0.6338852,-0.7686768,0.15081367,0.027568636,0.17372231,0.94631547,1.2256613,-0.45452318,0.059103005
attn_1_1_outputs,19,-0.46038124,-0.14655322,0.0026670282,-1.1350154,0.5031947,1.015867,0.113256805,0.28535724,-0.28066358
attn_1_1_outputs,2,0.19579399,-0.088194974,0.28751016,0.78062147,-0.32679555,-0.40696365,-0.5159518,-0.5174788,0.33973223
attn_1_1_outputs,20,-0.30585825,-0.78476703,-1.1396437,0.21029173,-0.14448425,0.503379,-0.47699073,0.91356796,-0.13566406
attn_1_1_outputs,21,-0.17669879,-0.01562097,-0.24128367,-1.16705,-1.0376037,-0.71491975,0.4309333,-0.24132597,0.055804458
attn_1_1_outputs,22,0.15864272,-0.68591064,-0.25727585,0.5957809,-0.4903111,-0.16647132,0.0072319154,-0.41696897,0.36396575
attn_1_1_outputs,23,-0.43010193,-0.71390986,-0.40311363,0.43384787,-2.783168,-1.0737382,-1.3565375,0.9539767,0.1779218
attn_1_1_outputs,24,-1.3344907,-0.9790188,0.03145328,-0.29327092,0.23214868,0.41351673,0.9444004,0.02819819,0.2489036
attn_1_1_outputs,25,-0.30909604,-0.2058858,-0.743671,-0.49334595,-1.0741142,0.48479068,0.722444,1.2266548,0.045380555
attn_1_1_outputs,26,-0.17053287,0.019079555,0.59028196,0.20075826,-0.80262953,-0.6964705,0.28861293,-0.63197577,0.35453552
attn_1_1_outputs,27,-0.53050166,-0.6172698,0.31275764,-0.64817846,0.14235431,-0.6173539,0.59058803,-0.49092132,0.41886476
attn_1_1_outputs,28,0.5300531,-0.14218542,-0.22865883,-0.106634185,1.2629523,0.76363236,1.0303657,1.2285628,-0.32171634
attn_1_1_outputs,29,-0.617962,-0.19611491,-0.9917266,-0.39743063,-0.3150049,0.83638936,0.34256735,0.119080685,0.28980643
attn_1_1_outputs,3,-0.28673664,-0.12461419,-0.86352706,0.05931612,-0.6329474,-0.012689989,0.019595215,-0.68235415,0.6077483
attn_1_1_outputs,30,0.4734758,-0.35146707,-0.6498173,-0.40805054,0.9233453,0.22896881,0.9689494,-0.98583066,-0.83845687
attn_1_1_outputs,31,-0.13085245,0.035131484,-0.3084534,-0.28185764,0.5600883,-0.079368085,-0.050105028,2.0968266,0.04909121
attn_1_1_outputs,4,1.4958947,0.24774067,0.7727428,1.4116288,-2.4647553,-1.7426577,-0.24698143,-0.3773855,0.29239523
attn_1_1_outputs,5,-0.5776329,-0.68760335,-0.20261076,0.3685661,-1.0109215,-0.5819253,0.1066787,-0.15879154,0.9202629
attn_1_1_outputs,6,-0.33709988,0.92097455,0.62387115,0.11907095,-0.30831015,0.07333274,0.50390464,-0.5285124,0.6226458
attn_1_1_outputs,7,-0.029873932,0.027896255,-0.1806626,0.014915782,-0.53254586,-0.47544885,0.008939241,-0.3349563,0.56472504
attn_1_1_outputs,8,-0.31312513,0.33141926,0.57044566,0.10721065,-0.38805223,0.33574784,-0.0032554374,0.31415263,-0.07065708
attn_1_1_outputs,9,-0.00993543,-0.044075202,0.5642339,0.07586177,0.44349036,0.36608997,0.14400068,-0.870976,-0.37282017
attn_1_2_outputs,0,0.122219205,-0.29880816,0.057694007,-1.3418994,0.38328362,-0.11512761,-0.30976638,-0.6948712,0.33044446
attn_1_2_outputs,1,-0.022369958,-0.28950632,-0.24616721,-0.30043605,1.1356107,-0.16639735,-0.32807294,-0.09658191,0.4408027
attn_1_2_outputs,10,-0.60955936,0.16549031,-0.15677439,-0.52786535,-0.7725471,-0.20726673,-1.2685041,-0.80042624,1.4651482
attn_1_2_outputs,11,1.2201104,-0.58492136,-0.5530829,-1.477499,1.5067018,-1.0516701,-0.7299104,-0.92271835,0.16690494
attn_1_2_outputs,12,-0.63549286,-0.7207413,-0.9457789,1.4058723,-1.1664983,-2.369123,-1.6589775,0.21329597,1.0210102
attn_1_2_outputs,13,-0.28956684,-0.57515585,-0.03911537,-0.12884398,0.46599668,0.18962424,-0.36476207,-1.3958036,0.3010111
attn_1_2_outputs,14,0.54970497,0.5752311,-0.46254322,-0.89973587,1.0302256,-0.5479817,-1.3251705,-0.8192021,0.57612336
attn_1_2_outputs,15,-0.711577,1.899545,-1.3242155,-0.6411231,-1.6072408,1.3421937,-2.2364018,-1.0615014,1.2560099
attn_1_2_outputs,16,-2.250654,-1.4096057,2.1522067,0.67218655,-3.3640094,-2.1060493,2.1094043,-0.81211513,-0.090741426
attn_1_2_outputs,17,-0.42678252,1.6256043,-1.118691,-0.78894985,-1.3514184,2.1698399,-0.3780614,-2.2200623,-0.3844046
attn_1_2_outputs,18,0.5471536,-1.7092469,0.3653323,-1.6838174,-0.86067975,-0.61031806,0.5341434,-1.5041213,0.33783832
attn_1_2_outputs,19,0.52692646,1.4801055,-1.3734311,-0.9248089,0.7371499,1.3152963,-1.5030292,-2.549482,-0.46705106
attn_1_2_outputs,2,-0.4698879,-0.74956465,-0.31512815,-0.58185565,0.6263861,-0.5382187,-0.08649347,0.5663896,-0.06897148
attn_1_2_outputs,20,-0.13607882,0.060499474,-1.7224543,0.82703984,0.31503025,0.7573535,-0.56443965,1.4400073,-0.62639934
attn_1_2_outputs,21,-0.28714457,-2.0007155,0.9143998,-0.05681613,-1.8521917,-1.0898322,-0.51858556,-0.6697701,0.020611854
attn_1_2_outputs,22,-0.024043782,-0.7476922,-0.40592384,-1.4600635,-0.45987204,-0.44605947,-0.3472916,-0.36813682,0.3352284
attn_1_2_outputs,23,-0.9144094,-0.72482467,-0.7528559,-0.37343302,0.8741332,0.34959102,-0.48435917,0.112036414,-0.23077899
attn_1_2_outputs,24,-2.2628229,1.2600678,0.7431931,-0.15766697,-1.2428477,1.0002564,0.57510996,-1.2685939,-0.6499591
attn_1_2_outputs,25,0.6717946,-0.26020718,0.8796303,-0.22154532,-1.0647146,-1.7700313,-0.096380845,-1.4093188,1.1957396
attn_1_2_outputs,26,-0.9697211,0.17304619,0.34975073,-0.55207086,-0.72586787,-1.1639242,0.6339253,-0.8807566,0.9902671
attn_1_2_outputs,27,-0.68604857,0.7480499,-0.6591751,1.5793644,-0.65139973,1.0164983,-1.4001534,-1.5518302,-0.032742243
attn_1_2_outputs,28,-1.757987,-1.3104376,2.263083,0.16123249,-1.9416783,-0.6463959,1.5968051,-0.8375122,-0.76816535
attn_1_2_outputs,29,-0.39363214,0.08985074,-0.0021016097,0.37877715,-0.33506295,-0.9144431,0.15182509,-1.0865067,-0.14142144
attn_1_2_outputs,3,0.9801427,-0.97421795,-0.33942246,-0.25279173,1.3875101,0.08159065,-1.4696417,0.23056261,-0.59436375
attn_1_2_outputs,30,0.74331397,-3.437922,1.369901,-0.69786054,0.13183782,-2.3885202,1.0704414,-1.1475329,-0.8992099
attn_1_2_outputs,31,-0.9461543,-0.35152376,3.5666908e-05,1.791764,-0.84142977,-2.906935,-0.12429231,-0.064566605,0.16082479
attn_1_2_outputs,4,-0.023646878,-0.40983278,-0.4098276,0.4124811,1.1246883,-0.5120115,0.14292665,1.7940651,0.09475472
attn_1_2_outputs,5,0.46728468,0.21993686,0.1606123,-0.85248953,-1.8460203,0.3229062,-0.3499456,0.2122488,0.39397618
attn_1_2_outputs,6,-0.43301404,-0.67387456,0.9835883,-0.55032575,-2.3932815,-0.79210067,0.83947957,0.2355623,0.10970432
attn_1_2_outputs,7,-1.5603179,-0.16261517,0.11923906,1.4337255,-1.6974496,-0.51241267,-0.14492258,0.99372965,-0.08086061
attn_1_2_outputs,8,0.34679222,0.28108692,-0.98895216,-0.64541215,1.1994138,-0.8175069,0.89161795,0.20894913,0.020492041
attn_1_2_outputs,9,-0.27760568,-0.49471745,0.82319695,-0.21094145,-0.48856503,-1.6492755,0.735686,-2.5390742,0.28178948
attn_1_3_outputs,0,-0.48529634,-0.2268867,-0.30415916,-0.09941775,0.12067297,-0.13607968,-0.17839625,-0.41778013,0.12786856
attn_1_3_outputs,1,-0.009725253,-0.31107292,-0.23112787,-0.09662246,-0.2269268,-0.37402958,-0.25790823,-0.5451021,-0.10998993
attn_1_3_outputs,10,-0.19952813,0.25056702,-0.003606735,0.5440697,-0.9093548,0.40922004,-0.2017504,-0.6335811,0.46670687
attn_1_3_outputs,11,-0.07242843,0.17077355,-0.4118807,0.37504083,-0.36253038,0.3058049,-0.55927384,0.6207044,0.20640919
attn_1_3_outputs,12,0.10936199,-0.21567027,-0.33523178,0.77201164,-0.8983817,-0.7396228,-0.642483,-0.22918501,0.31805652
attn_1_3_outputs,13,-0.5669282,-0.12214621,-0.59523946,-0.05346022,-0.1854069,-0.1831965,-0.6276132,-0.9400585,0.30455497
attn_1_3_outputs,14,-0.021462964,0.26781234,-0.3433542,-0.069842994,-0.37379262,-0.31528205,-0.73933804,-0.55447525,0.24934694
attn_1_3_outputs,15,-0.19660099,0.33157986,-0.95604414,-0.19732107,-0.5382594,-0.27965578,-0.45067436,-0.84030706,0.25092086
attn_1_3_outputs,16,-0.26995978,-0.20548114,0.54071784,0.4451779,-1.3234822,-0.08486445,0.38100842,0.23628205,0.2413133
attn_1_3_outputs,17,0.0048027243,0.045463435,-0.19203195,-0.33397976,-0.68851334,0.46114695,-0.9243923,-0.9137024,0.16663907
attn_1_3_outputs,18,0.42873773,-0.19432142,0.22131157,-0.22080553,-0.25556234,-0.15960404,0.20415057,-0.34696466,0.29599306
attn_1_3_outputs,19,-0.3239188,-0.21057813,-0.2212384,-0.04314297,0.22879389,-0.946097,-0.27952555,-0.062437348,0.27567738
attn_1_3_outputs,2,-0.0070725195,-0.12810521,-0.07513707,-0.1441445,0.2990701,-0.40309682,0.041422233,-0.28480756,0.12510361
attn_1_3_outputs,20,-0.28332272,-0.019715777,-1.1038786,-0.08452836,-0.58561856,0.36974028,-1.3321494,1.0352833,-0.3392822
attn_1_3_outputs,21,-0.7025384,-0.2515542,-0.24349564,-0.43315244,-0.7182063,-0.45279163,-0.41143623,-0.8760365,0.23130831
attn_1_3_outputs,22,0.17557779,0.47532967,0.10944257,-0.38012972,-0.6104726,-0.62880415,-0.029690903,-0.60827816,0.33644524
attn_1_3_outputs,23,-0.24434984,-0.11180314,0.2709272,0.49056843,-0.6681984,-0.36288083,-0.08932648,0.7275317,0.26099902
attn_1_3_outputs,24,-0.44516945,0.33271995,-0.071368024,-0.24069972,-0.4680228,0.03494331,0.39312866,-0.68439823,0.023234513
attn_1_3_outputs,25,-0.7997433,-0.14367487,-0.5010194,-0.25233123,-0.7422232,-0.11915138,0.39319077,-0.1476369,-0.013469367
attn_1_3_outputs,26,-0.7209755,-0.7103417,0.3926204,-0.081340134,-0.7478432,-1.3175333,0.5428741,-0.45811763,0.36839733
attn_1_3_outputs,27,0.07982957,0.12797391,-0.12241948,0.100837745,-0.047100253,-0.098152675,-0.9981204,0.16388008,0.34409797
attn_1_3_outputs,28,0.39923176,-1.4485493,0.24007627,0.28545243,0.21758279,-1.3777521,-0.02576615,0.09434057,-0.03531232
attn_1_3_outputs,29,-0.08966821,-0.1739642,-0.020390468,0.089310355,-0.5541538,-0.86503863,-0.20786624,-0.39920434,0.19112113
attn_1_3_outputs,3,0.9429792,-0.30295777,-0.6240527,-0.47574705,0.4701591,-0.3608935,-0.6238527,-0.23010425,0.030174129
attn_1_3_outputs,30,-0.2813407,-0.3773107,0.114493385,0.20640935,-0.085447475,-1.5536758,0.8819374,-0.29515427,-0.41600063
attn_1_3_outputs,31,-0.44392702,-0.5345566,-0.91930157,0.39466003,-0.31620762,-1.5013038,-0.30996838,0.5030837,0.33731368
attn_1_3_outputs,4,-0.1439563,-0.03109854,-0.08344107,0.015836952,-0.61927664,-0.15924764,-0.058080196,0.20734113,0.18450375
attn_1_3_outputs,5,-0.13731754,-0.63175786,-0.3082042,-0.6257053,-0.47922847,-0.43706593,1.1276093,-1.1111053,0.42011797
attn_1_3_outputs,6,0.15126519,-0.13249338,0.49655783,-0.24792024,-0.18025309,-0.7569641,0.25830734,-0.06528272,0.41706407
attn_1_3_outputs,7,-0.34511456,0.2532454,0.5822158,0.88589036,-1.5398242,-0.42240158,-0.35656953,0.48323417,0.022900945
attn_1_3_outputs,8,-0.18562026,-0.47713143,-0.3412638,0.3737248,-1.1501545,-1.1977389,-0.3737013,0.47252706,-0.24740742
attn_1_3_outputs,9,-0.10420846,-0.10351945,-0.106068075,-0.3936731,-0.6455365,-0.7868968,0.01557586,-0.9579875,0.062241726
attn_1_4_outputs,0,0.48198512,0.16866006,0.5138766,-0.9848153,-1.6268106,0.9155231,-1.3805015,-2.0469568,0.8620847
